release_order,current_path,proposed_release_path,workflow,status,tracked_in_initial_repository,file_size_bytes,generating_script,manuscript_use,zenodo_recommendation,recommendation_reason,dependencies,hard_coded_path_risk
223,docs/workflows/pipeline.md,docs/reproducibility/pipeline.md,shared,active,False,1361,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
224,docs/zenodo_release_manifest.csv,docs/zenodo_release_manifest.csv,shared,active,False,122804,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
225,environment/README.md,environment/README.md,shared,active,False,1297,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
226,environment_wq_ml.yml,environment_wq_ml.yml,shared,active,True,2502,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
227,figs/analyte_persistence_precis_v2p1.jpeg,figures/bayes/v2p1/analyte_persistence_precis_v2p1.jpeg,shared,final,True,1045223,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
228,figs/annual_obs_vs_modeled_v2p1/annual_load_icp_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_icp_obs_vs_modeled_v2p1.jpg,shared,final,True,385908,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
229,figs/annual_obs_vs_modeled_v2p1/annual_load_nh4_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_nh4_obs_vs_modeled_v2p1.jpg,shared,final,True,645205,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
230,figs/annual_obs_vs_modeled_v2p1/annual_load_no2_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_no2_obs_vs_modeled_v2p1.jpg,shared,final,True,639524,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
231,figs/annual_obs_vs_modeled_v2p1/annual_load_no3_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_no3_obs_vs_modeled_v2p1.jpg,shared,final,True,665395,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
232,figs/annual_obs_vs_modeled_v2p1/annual_load_npoc_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_npoc_obs_vs_modeled_v2p1.jpg,shared,final,True,348619,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
233,figs/annual_obs_vs_modeled_v2p1/annual_load_op_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_op_obs_vs_modeled_v2p1.jpg,shared,final,True,623765,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
234,figs/annual_obs_vs_modeled_v2p1/annual_load_se_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_se_obs_vs_modeled_v2p1.jpg,shared,final,True,624113,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
235,figs/annual_obs_vs_modeled_v2p1/annual_load_tds_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_tds_obs_vs_modeled_v2p1.jpg,shared,final,True,620518,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
236,figs/annual_obs_vs_modeled_v2p1/annual_load_tkn_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_tkn_obs_vs_modeled_v2p1.jpg,shared,final,True,633453,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
237,figs/annual_obs_vs_modeled_v2p1/annual_load_tn_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_tn_obs_vs_modeled_v2p1.jpg,shared,final,True,632790,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
238,figs/annual_obs_vs_modeled_v2p1/annual_load_tp_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_tp_obs_vs_modeled_v2p1.jpg,shared,final,True,591632,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
239,figs/annual_obs_vs_modeled_v2p1/annual_load_tsp_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_tsp_obs_vs_modeled_v2p1.jpg,shared,final,True,383082,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
240,figs/annual_obs_vs_modeled_v2p1/annual_load_tss_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_load_tss_obs_vs_modeled_v2p1.jpg,shared,final,True,609187,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
241,figs/annual_volume_obs_vs_modeled_v2p1.jpg,figures/bayes/v2p1/annual_volume_obs_vs_modeled_v2p1.jpg,shared,final,True,639705,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
242,figs/crop_effects_on_concentration_by_analyte_v2p1.jpg,figures/bayes/v2p1/crop_effects_on_concentration_by_analyte_v2p1.jpg,shared,final,True,1070286,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
243,figs/crop_effects_on_volume_v2p1.jpg,figures/bayes/v2p1/crop_effects_on_volume_v2p1.jpg,shared,final,True,410696,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
244,figs/irr_effects_on_concentration_v2p1.jpg,figures/bayes/v2p1/irr_effects_on_concentration_v2p1.jpg,shared,final,True,488715,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
245,figs/residue_effect_on_concentration_by_analyte_v2p1.jpg,figures/bayes/v2p1/residue_effect_on_concentration_by_analyte_v2p1.jpg,shared,final,True,583600,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
246,figs/residue_effect_on_volume_density_v2p1.jpeg,figures/bayes/v2p1/residue_effect_on_volume_density_v2p1.jpeg,shared,final,True,99004,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
247,figs/stir_effect_on_residue_density_v2p1.jpeg,figures/bayes/v2p1/stir_effect_on_residue_density_v2p1.jpeg,shared,final,True,101132,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
248,figs/v2p1_post_STIR_effect_on_volume.jpg,figures/bayes/v2p1/v2p1_post_STIR_effect_on_volume.jpg,shared,final,True,106002,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
249,figs/year_covariance_gp_v2p1.jpeg,figures/bayes/v2p1/year_covariance_gp_v2p1.jpeg,shared,final,True,142523,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
250,figs/year_covariance_mogp_by_analyte_v2p1.jpg,figures/bayes/v2p1/year_covariance_mogp_by_analyte_v2p1.jpg,shared,final,True,1067972,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
251,figs/yearly_latent_deviations_v2p1.jpeg,figures/bayes/v2p1/yearly_latent_deviations_v2p1.jpeg,shared,final,True,1309173,See workflow documentation,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
252,kerbel-long-term-impacts.Rproj,kerbel-long-term-impacts.Rproj,shared,active,True,218,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
253,LICENSE,LICENSE,shared,active,True,18411,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
254,out/annual_volume_kL_wide_modeled_pub_v2p1.csv,results/bayes/v2p1/annual_volume_kL_wide_modeled_pub_v2p1.csv,shared,final,True,1036,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
255,out/annual_volume_kL_wide_modeled_v2p1.csv,results/bayes/v2p1/annual_volume_kL_wide_modeled_v2p1.csv,shared,final,True,2930,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
256,out/annual_volume_kL_wide_observed_pub_v2p1.csv,results/bayes/v2p1/annual_volume_kL_wide_observed_pub_v2p1.csv,shared,final,True,668,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
257,out/annual_volume_kL_wide_observed_v2p1.csv,results/bayes/v2p1/annual_volume_kL_wide_observed_v2p1.csv,shared,final,True,1908,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
258,out/event_predictor_repetition_audit_v2p1.csv,results/bayes/v2p1/event_predictor_repetition_audit_v2p1.csv,shared,diagnostic,True,323,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
259,out/event_volume_audit_conflicts_v2p1.csv,results/bayes/v2p1/event_volume_audit_conflicts_v2p1.csv,shared,diagnostic,True,832,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
260,out/event_volume_audit_largest_groups_v2p1.csv,results/bayes/v2p1/event_volume_audit_largest_groups_v2p1.csv,shared,diagnostic,True,1439,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
261,out/event_volume_audit_summary_v2p1.csv,results/bayes/v2p1/event_volume_audit_summary_v2p1.csv,shared,diagnostic,True,551,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
262,out/residue_unit_audit_conflicts_v2p1.csv,results/bayes/v2p1/residue_unit_audit_conflicts_v2p1.csv,shared,diagnostic,True,858,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
263,out/residue_unit_audit_summary_v2p1.csv,results/bayes/v2p1/residue_unit_audit_summary_v2p1.csv,shared,diagnostic,True,359,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
264,out/stir_daily_system_wide_with GRAPHS_22Oct25.xlsx,results/legacy/stir_daily_system_wide_with GRAPHS_22Oct25.xlsx,shared,active,True,68992,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
265,out/study_period_total_loads_kg_pub_v2p1.csv,results/bayes/v2p1/study_period_total_loads_kg_pub_v2p1.csv,shared,final,True,1266,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
266,out/study_period_total_loads_kg_v2p1.csv,results/bayes/v2p1/study_period_total_loads_kg_v2p1.csv,shared,final,True,1934,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
267,out/study_period_total_loads_kg_with_pct_reductions_v2p1.csv,results/bayes/v2p1/study_period_total_loads_kg_with_pct_reductions_v2p1.csv,shared,final,True,3146,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
268,out/vin_event_audit_conflicts_v2p1.csv,results/bayes/v2p1/vin_event_audit_conflicts_v2p1.csv,shared,diagnostic,True,832,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
269,README.md,README.md,shared,active,True,3965,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
270,requirements_mac.txt,requirements_mac.txt,shared,active,True,2337,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
