"Operation","Speed","Speed_MIN","Speed_Max","Surf_Disturbance","Depth","Depth_MIN","Depth_MAX","TILLAGE_TYPE","TILLAGE_TYPE_Modifier","STIR_original","Diesel_use","Burial_Coefficient","Source","Description"
"Planter, twin row, double disk opener on 12 inch high beds",8.045,5.6315,10.4585,30,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.875,4.07176,0.1,"USDA_MOSES_2023-02-24","Twin Row Double disk opener planter on existing 12 inch high beds or ridges leaving a 10 inch ridge after planting.  11-06-12 DTL"
"Planter, twin row, double disk opnr",8.045,5.6315,10.4585,30,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.875,4.07176,0.1,"USDA_MOSES_2023-02-24","Twin row double disk opener planter.  Rows 5 to 7 inches apart on 30 inch centers.  11062012 DTL"
"Planter, twin row, double disk opnr w/fluted coulter",8.045,5.6315,10.4585,30,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.875,4.99716,0.1,"USDA_MOSES_2023-02-24","Twin row double disk opener no-till planter with fluted coulters.  Rows 5 to 7 inches apart on 30 inch centers.  11062012 DTL"
"Planting, hand 10 percent dist.",1.609,1.609,1.609,10,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,0.26,9.254e-08,0.05,"USDA_MOSES_2023-02-24","Hand planting with 10% disturbance 12-12-01 DTL"
"Planting, hand 5 percent dist.",1.609,1.609,1.609,5,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,0.13,9.254e-08,0.025,"USDA_MOSES_2023-02-24","0"
"Planting, manual",1.609,1.609,1.609,30,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,0.78,9.254e-08,0.15,"USDA_MOSES_2023-02-24","Manual planting with hoe or shovel.  11/16/05 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL"
"Planting, manual on 8 inch high beds",1.609,1.609,1.609,30,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,0.78,9.254e-08,0.15,"USDA_MOSES_2023-02-24","Manual planting with hoe or shovel leaving 8 inch ridge.  11/15/02 DTL"
"Planting, no-til manually",1.609,1.609,1.609,30,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,0.78,9.254e-08,0.105,"USDA_MOSES_2023-02-24","Added 40 lbs. start storage biomass default for new veg.  022212 DTL"
"Plastic hoop tunnel installation 100 percent cover",3.218,1.609,6.436,20,2.54,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.0975,2.49858,0.01,"USDA_MOSES_2023-02-24","Plastic hoop tunnel application on beds covering 100% of the surface. Used to protect plans from frost and cold temperatures 041708 DTL rev06/25/10 DTL"
"Plastic hoop tunnel installation 50 percent cover",3.218,1.609,6.436,10,2.54,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.04875,2.49858,0.01,"USDA_MOSES_2023-02-24","Plastic hoop tunnel application covering 50% of the surface. Used to protect plans from frost and cold temperatures 041708 DTL rev06/25/10 DTL"
"Plastic hoop tunnel installation 75 percent cover",3.218,1.609,6.436,15,2.54,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.073125,2.49858,0.01,"USDA_MOSES_2023-02-24","Plastic hoop tunnel application covering 75% of the surface. Used to protect plans from frost and cold temperatures 041708 DTL rev06/25/10 DTL"
"Plastic hoop tunnel installation on beds 50 percent cover",3.218,1.609,6.436,10,2.54,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.04875,2.49858,0.01,"USDA_MOSES_2023-02-24","Plastic hoop tunnel application covering 50% of the surface on beds. Used to protect plans from frost and cold temperatures 041708 DTL rev06/25/10 DTL"
"Plastic hoop tunnel installation on beds 75 percent cover",3.218,1.609,6.436,15,2.54,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.073125,2.49858,0.01,"USDA_MOSES_2023-02-24","Plastic hoop tunnel application on beds covering 75% of the surface. Used to protect plans from frost and cold temperatures 041708 DTL rev06/25/10 DTL"
"Plastic hoop tunnel removal on beds",3.218,4.827,6.436,20,2.54,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.0975,3.60906,0.01,"USDA_MOSES_2023-02-24","Remove plastic hoop tunnel cover  from plants on beds 041708 DTL"
"Plastic hoop tunnel, removal",3.218,4.827,6.436,20,2.54,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.0975,3.60906,0.01,"USDA_MOSES_2023-02-24","Remove plastic hoop tunnel cover  041708 DTL"
"Plastic mulch applic. 40 inch beds 100 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.1,"USDA_MOSES_2023-02-24","Plastic mulch application covering 100% of the surface on 40 inch beds. May include drip tape installation. 082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 40 inch beds 75 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.1,"USDA_MOSES_2023-02-24","Plastic mulch application covering  75% of the surface on 40 inch beds. May include drip tape installation.  082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 48 inch beds 100 percent cover",3.218,1.609,6.436,17,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.326,2.49858,0.083,"USDA_MOSES_2023-02-24","Plastic mulch application covering 100% of the surface. May include drip tape installation.082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 48 inch beds 80 percent cover",3.218,1.609,6.436,17,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.326,2.49858,0.083,"USDA_MOSES_2023-02-24","Plastic mulch application covering 80% of the surface on 48 inch beds.  May include drip tape installation. 082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 54 inch beds 100 percent cover",3.218,1.609,6.436,15,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.17,2.49858,0.074,"USDA_MOSES_2023-02-24","Plastic mulch application covering 100% of the surface. May include drip tape installation. 082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 54 inch beds 80 percent cover",3.218,1.609,6.436,15,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.17,2.49858,0.074,"USDA_MOSES_2023-02-24","Plastic mulch application covering 80% of the surface on 54 inch beds.  May include drip tape installation. 082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 64 inch beds 100 percent cover",3.218,1.609,6.436,13,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.014,2.49858,0.0625,"USDA_MOSES_2023-02-24","Plastic mulch application covering 100% of the surface on 64 inch beds.  May include drip tape installation. 082107 DTL rev06/25/10 DTL"
"Plastic mulch applic. 64 inch beds 85 percent cover",3.218,1.609,6.436,13,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.014,2.49858,0.0625,"USDA_MOSES_2023-02-24","Plastic mulch application covering 85% of the surface on 64 inch beds.  May include drip tape installation.  082107 DTL rev06/25/10 DTL"
"Plastic mulch applicator 100 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.1,"USDA_MOSES_2023-02-24","Plastic mulch application covering 100% of the surface.  May include drip tape installation. 11/08/01 DTL rev06/25/10 DTL"
"Plastic mulch applicator 40 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.1,"USDA_MOSES_2023-02-24","Add plastic mulch covering 40% of the surface.  May include drip tape installation.  11/08/01 DTL rev06/25/10 DTL"
"Plastic mulch applicator 50 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.1,"USDA_MOSES_2023-02-24","Add plastic mulch covering 50% of the surface.  May include drip tape installation. 06-24-03 DTL rev06/25/10 DTL"
"Plastic mulch applicator 75 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.1,"USDA_MOSES_2023-02-24","Add plastic mulch covering 75% of the surface.  11/08/01 DTL rev06/25/10 DTL"
"Plastic mulch, 05 percent removal",3.218,4.827,6.436,20,5.08,2.54,7.62,"TILLAGE_TYPE_LIFT",0.4,0.52,3.60906,0.1,"USDA_MOSES_2023-02-24","Partially remove plastic mulch  (5% removal)   02-28-02 DTL"
"Plastic mulch, 10 percent removal",3.218,4.827,6.436,20,5.08,2.54,7.62,"TILLAGE_TYPE_LIFT",0.4,0.52,3.60906,0.1,"USDA_MOSES_2023-02-24","Partially remove plastic mulch  (10% removal)   02-28-02 DTL"
"Plastic mulch, 25 percent removal",3.218,4.827,6.436,20,5.08,2.54,7.62,"TILLAGE_TYPE_LIFT",0.4,0.52,3.60906,0.1,"USDA_MOSES_2023-02-24","Partially remove plastic mulch  (25% removal)   02-28-02 DTL"
"Plastic mulch, 50 percent  removal",3.218,4.827,6.436,20,5.08,2.54,7.62,"TILLAGE_TYPE_LIFT",0.4,0.52,3.60906,0.1,"USDA_MOSES_2023-02-24","Partially remove plastic mulch  (50% removal)   02-28-02 DTL"
"Plastic mulch, remove",3.218,4.827,6.436,20,5.08,2.54,7.62,"TILLAGE_TYPE_LIFT",0.4,0.52,3.60906,0.1,"USDA_MOSES_2023-02-24","Remove plastic mulch  11/17-01 DTL"
"Plastic weed barrier 40 inch beds 100 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.5,"USDA_MOSES_2023-02-24","Plastic weed barrier application covering 100% of the surface on 40 inch beds. May include drip tape installation. 10-03-03 DTL rev06/25/10 DTL"
"Plastic weed barrier 40 inch beds 50 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.5,"USDA_MOSES_2023-02-24","Plastic weed barrier application covering 50% of the surface on 40 inch beds. May include drip tape installation. 10-03-03 DTL rev06/25/10 DTL"
"Plastic weed barrier 40 inch beds 75 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.5,"USDA_MOSES_2023-02-24","Plastic weed barrier application covering 75% of the surface on 40 inch beds. May include drip tape installation. 10-03-03 DTL rev06/25/10 DTL"
"Plastic weed barrier applicator 100 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.5,"USDA_MOSES_2023-02-24","Plastic weed barrier application covering 100% of the surface. Weed barrier is 95% permeable.   May include drip tape installation. 10/03/01 DTL rev06/25/10 DTL"
"Plastic weed barrier applicator 50 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.5,"USDA_MOSES_2023-02-24","Plastic weed barrier application covering 50% of the surface. Weed barrier is 95% permeable.   May include drip tape installation. 10/03/01 DTL rev06/25/10 DTL"
"Plastic weed barrier applicator 75 percent cover",3.218,1.609,6.436,20,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.56,2.49858,0.5,"USDA_MOSES_2023-02-24","Plastic weed barrier application covering 75% of the surface. Weed barrier is 95% permeable.   May include drip tape installation. 10/03/01 DTL rev06/25/10 DTL"
"Plow, deep, large, moldboard",4.827,3.218,6.436,100,76.2,60.96,91.44,"TILLAGE_TYPE_MIXING",0.7,102.375,33.3144,0.99,"USDA_MOSES_2023-02-24","Deep Moldboard plow 30 inch operating depth.  used to bury large amouns of residue or undesireable soil such as sand deposition or to bring heavy textured matural to the surface.  111705 DTL"
"Plow, disk",8.045,5.6315,9.654,100,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,39,12.0302,0.89,"USDA_MOSES_2023-02-24","Disk plow 11-30-01 DTL"
"Plow, moldboard",8.045,5.6315,9.654,100,20.32,15.24,25.4,"TILLAGE_TYPE_INVERSION",1,65,17.30498,0.99,"USDA_MOSES_2023-02-24","Moldboard plow 8 inch operating depth.  060701 DTL
Modified flattening and burial per McCool and Foster 05/21/02 DTL"
"Plow, moldboard 10 inch depth",8.045,5.6315,9.654,100,25.4,20.32,30.48,"TILLAGE_TYPE_INVERSION",1,81.25,19.4334,0.99,"USDA_MOSES_2023-02-24","Moldboard plow10 inch operating depth.  020904 DTL"
"Plow, moldboard 6-7 inch depth",8.045,5.6315,9.654,100,15.24,10.16,20.32,"TILLAGE_TYPE_INVERSION",1,48.75,17.30498,0.99,"USDA_MOSES_2023-02-24","Moldboard plow 6 inch operating depth.  060701 DTL"
"Plow, moldboard, conservation",6.436,4.827,12.872,100,20.32,15.24,25.4,"TILLAGE_TYPE_MIX_INV",0.8,41.6,17.30498,0.85,"USDA_MOSES_2023-02-24","rev. 5/8/96 ErTechCom dkm PNW Only.  Moldboard Plow. Dry soil. Slow speed. 8"" deep. Non-fragile residue. Depth = depth residue incorp."
"Plow, moldboard, up hill",8.045,5.6315,9.654,100,20.32,15.24,25.4,"TILLAGE_TYPE_MIX_INV",0.8,52,17.30498,0.75,"USDA_MOSES_2023-02-24","Moldboard plow operated across slope with the furrow slice turned up hill in the NWRR and based on winter wheat.  Adapted from RUSLE1 database.  02-05-02 DTL"
"Plow, oxen 12 in ridge",3.218,1.609,4.827,100,17.78,15.24,17.78,"TILLAGE_TYPE_MIX_INV",0.8,18.2,9.254e-08,0.9,"USDA_MOSES_2023-02-24","082704 DTL
Single bottom plow pulled by oxen.
Used for building 12 inch ridges.
Puerto Rico."
"Plow, oxen 18 in ridge",3.218,1.609,4.827,100,20.32,15.24,22.86,"TILLAGE_TYPE_MIX_INV",0.8,20.8,9.254e-08,0.95,"USDA_MOSES_2023-02-24","082704 DTL
Single bottom plow pulled by oxen.
Used for building 18 inch ridges.
Puerto Rico."
"Plow, oxen on 6 in ridge",3.218,1.609,4.827,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,15.6,9.254e-08,0.9,"USDA_MOSES_2023-02-24","082704 DTL
Single bottom plow pulled by oxen.
Used for building 6 inch ridges.
Puerto Rico."
"Plow, oxen, strip 30 pct disturb",3.218,1.609,4.827,30,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,4.68,9.254e-08,0.291,"USDA_MOSES_2023-02-24","Single bottom plow shank pulled by oxen.30% disturbed in strips
Puerto Rico.  082704 DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Plow, oxen, strip 60 pct disturb",3.218,1.609,4.827,60,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,9.36,9.254e-08,0.56,"USDA_MOSES_2023-02-24","Single bottom plow shank pulled by oxen.60% disturbed in strips Puerto Rico.  082704 DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Plow, reversable",8.045,6.436,9.654,100,20.32,15.24,25.4,"TILLAGE_TYPE_MIX_INV",0.8,52,17.30498,0.9,"USDA_MOSES_2023-02-24","Reversable (switch) plow.  Lateral sheering ""bottoms"" resemble short grader blades.  The beam has a center pivot point, allowing the plow to be reversed after each pass.  Used like a two-way moldboard or rollover plow to plow the soil all in the same direction, except the soil is inverted to a lesser extent. 11/17/01 DTL"
"Power mulcher bed conditioner",4.827,1.609,8.045,85,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,9.945,19.4334,0.9,"USDA_MOSES_2023-02-24","Power mulcher or power cultivator or Strip Rototiller bed conditioner on beds.  121704 DTL"
"Rake or windrower",9.654,6.436,12.872,15,2.54,2.54,2.54,"TILLAGE_TYPE_MIXING",0.7,1.02375,2.3135,0,"USDA_MOSES_2023-02-24","Typically a side delivery, twin-rake or wheel rake used to windrow hay or residue.  Does not cut stubble as in ""Mower, swather"" or remove residue. This operation followed by  ""Bale straw or residue"", ""Bale Corn stalk strips"" or ""Bale corn husks, cobs and chaff"".  Sometimes used to windrow wheat or corn residue in preparation for baling and removal.  071108 DTL"
"Reel disk vertical tiller",9.654,8.045,12.872,40,5.08,3.81,6.35,"TILLAGE_TYPE_MIXING",0.7,44.9475,7.8659,0.1925,"USDA_MOSES_2023-02-24","Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL"
"Residue conditioner, coil tine har, rlng bskt",6.436,4.827,12.872,10,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,6.9225,6.9405,0.035,"USDA_MOSES_2023-02-24","Residue conditioner consisting of a harrow, heavy on heavy residue and a rolling basket incorporator   Operated in heavy residue with harrow set at ground surface or slightly above.  051007 DTL rev 110107 DTLrevlos 01282016 with revised rolling basket incorporator and STIR; revised notes to better reflect operation"
"Residue, row cleaner",8.045,5.6315,10.4585,20,2.54,2.54,5.08,"TILLAGE_TYPE_MIXING",0.7,1.1375,2.96128,0.07,"USDA_MOSES_2023-02-24","Used to move  or sweep residue from rows to row middles as in unburned sugarcane systems.  02-28-02 DTL"
"Rice residue stomper",8.8495,6.436,12.872,100,7.62,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,21.45,19.4334,0.7,"USDA_MOSES_2023-02-24","Rice residue stomper used as a full width tillage operation after rice harvest to flatten and incorporate residue into the soil.  Typically used after flooding to a depth of 2 to 4"" to hasten the decomposition of rice residue.  12-13-04 DTL
Changed Min. speed, mph from 5.5 to 4.0 and changed Rec. speed, mph from 4.0 to 5.5.  04132022 GGF"
"Ripper, intra row",7.2405,6.436,9.654,30,38.1,30.48,45.72,"TILLAGE_TYPE_LIFT",0.4,13.1625,19.4334,0.304,"USDA_MOSES_2023-02-24","Ripper, intra-row.  This tool is used to reduce wheel track compaction between rows of growing rowcrops.  Uses chisel or subsoiler shanks that disturb less than 40% of the surface but lift and fracture the soil to a depth below the plow layer.  Shank spacing varies but is typically 30"".  031808 DTL"
"Ripper, intra row and furrow diker",7.2405,6.436,9.654,30,38.1,30.48,45.72,"TILLAGE_TYPE_LIFT",0.4,21.3525,23.135,0.304,"USDA_MOSES_2023-02-24","Intra-row rripper and furrow diker.  This tool is used to reduce wheel track compaction between rows of growing rowcrops and to create furrow dikes.  Uses chisel or subsoiler shanks that disturb less than 40% of the surface but lift and fracture the soil to a depth below the plow layer.  Shank spacing varies but is typically 30"".   The furrow diker  attachment creates dams in furrows between lister ridges or beds or pits or divits between the rows. 031808 DTL"
"Road grader",3.218,1.609,4.827,100,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,5.2,5.5524,0.99,"USDA_MOSES_2023-02-24","Motor grader, Road grader or maintainer blade for filling and leveling dirt or gravel road material.  
from RUSLE1.06.  062403 gaw."
"Rodweeder",8.045,6.436,9.654,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIXING",0.7,17.0625,4.25684,0.15,"USDA_MOSES_2023-02-24","6/8/01 DTL"
"Rodweeder, harrow, spike tooth",8.045,6.436,9.654,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIXING",0.7,19.5,5.83002,0.15,"USDA_MOSES_2023-02-24","Rodweeder 6/8/01 DTL with a spike tooth harrow dragged behind it. 09-16-11 GGF"
"Roller harrow",6.436,4.827,12.872,100,3.81,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,23.725,5.5524,0.05,"USDA_MOSES_2023-02-24","Combination tool comprised of a corrugated roller followed by spike point field cultivator shanks followed by another corrugated roller gang. 112806 DTL"
"Roller, corrugated packer",6.436,4.827,12.872,100,3.81,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,1.4625,2.3135,0.05,"USDA_MOSES_2023-02-24","Corregated packer roller   10-11-01 DTL"
"Roller, corrugated packer 6 by 16",6.436,4.827,12.872,100,7.62,5.08,12.7,"TILLAGE_TYPE_COMPRESSION",0.15,2.925,2.3135,0.05,"USDA_MOSES_2023-02-24","Large corregated packer roller   6"" ridges by 16""spacings  DTL 030303"
"Roller, crimp, covercrop",6.436,4.827,12.872,10,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.0975,2.3135,0.05,"USDA_MOSES_2023-02-24","Smooth roller w/ crimper bars used to kill and flatten covercrops.  10-18-01 DTL  rev 040606 DTL"
"Roller, on beds",6.436,4.827,12.872,40,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.39,2.3135,0.05,"USDA_MOSES_2023-02-24","Smooth roller on top of beds after planting as in sugarcane production. Only the top of the beds is compacted 02-01-02   DTL"
"Roller, residue",6.436,4.827,12.872,10,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.0975,2.3135,0.05,"USDA_MOSES_2023-02-24","Smooth roller w/ crimper bars used to kill and flatten covercrops.  10-18-01 DTL  rev 040606 DTL"
"Roller, residue incorporator",6.436,4.827,12.872,80,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,1.56,4.44192,0.35,"USDA_MOSES_2023-02-24","Smooth roller w/ 3 inch spade lugs used to flatten and hair pin residue into wet soil in a flooded rice field after harvest.  Typified by tool known as a ""water buffalo"" used in southern rice production.   030705 DTL 
"
"Roller, row shaper",6.436,4.827,12.872,100,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.975,4.44192,0.05,"USDA_MOSES_2023-02-24","Roller, Row Shaper.  Large Smooth roller with vee shaped collars used to reshape beds and redefine furrows in wet soil for sugarcane production. Entire soil surface is contacted by the roller.  Wet soil is squeezed to reform the beds in a single pass.  032105 DTL"
"Roller, smooth",6.436,4.827,12.872,100,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.975,2.3135,0.05,"USDA_MOSES_2023-02-24","Smooth roller   10-18-01 DTL"
"Rolling basket incorporator",6.436,4.827,16.09,100,3.81,2.54,5.08,"TILLAGE_TYPE_MIXING",0.7,6.825,2.3135,0.2,"USDA_MOSES_2023-02-24","Rolling Basket Incorporator.  Typically a component behind combination finishing tools, field cultivators or light tandem finishing disks.  Tool  levels surface, lightly incorporates fertilizer or chemicals.  rev103107  DTL"
"Root rake",6.436,4.827,12.872,100,17.78,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,36.4,17.30498,0.8,"USDA_MOSES_2023-02-24","Root Rake  Depth represents depth of incorporated residue. 11-30-01 DTL"
"Rotary hoe",16.09,9.654,24.135,85,3.81,2.54,6.35,"TILLAGE_TYPE_MIX_INV",0.8,16.575,2.3135,0.2975,"USDA_MOSES_2023-02-24","rev 12/05/01 DTL"
"Rotary hoe, on  heavy soil",16.09,9.654,24.135,85,3.81,2.54,6.35,"TILLAGE_TYPE_MIX_INV",0.8,16.575,2.3135,0.2975,"USDA_MOSES_2023-02-24","040110 DTL Rotary hoe on heavy, cloddy, clay soils"
"Rotary hoe, residue",16.09,9.654,24.135,85,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,2.071875,2.3135,0.15,"USDA_MOSES_2023-02-24","Rotary hoe used preplant in No-till to ""fluff"" residue.  042104 DTL"
"Rototiller, field",6.436,1.609,8.045,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIXING",0.7,18.2,19.4334,0.9,"USDA_MOSES_2023-02-24","Rototiller used as a full width tillage operation in growing weeds or cover, residue or previously tilled soil..  If used to till under weeds or growing cover, the management record needs to have initiated the cover or weed growth prior to use of this operation.  03-19-02 DTL"
"Rototiller, field, add residue",6.436,4.827,12.872,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIXING",0.7,18.2,19.4334,0.9,"USDA_MOSES_2023-02-24","Rototiller used as a full width tillage operation with additional cover added such as weed growth.  Includes the ""Add other cover"" process in order to account for weeds or other cover incidental to the residue added by the previous crop.   When used in a management record the user must select the residue type and amount being added.  rev043008 DTL"
"Rototiller, on beds",4.827,1.609,8.045,60,10.16,7.62,12.7,"TILLAGE_TYPE_MIXING",0.7,8.19,19.4334,0.54,"USDA_MOSES_2023-02-24","Rototiller on top of Beds for destroying sugarcane stubble.  Any growing crop or weeds are killed. About 60% of the surface is disturbed.  About half of the bed height is flattened leaving a ridge height of about 6 inches.  082107 DTL"
"Rototiller, row cult add residue",6.436,4.827,12.872,85,7.62,5.08,10.16,"TILLAGE_TYPE_MIXING",0.7,11.6025,19.4334,0.9,"USDA_MOSES_2023-02-24","Rototiller for weed control in row middles of growing crop.  Current crop is not killed.  Incidental residue from weeds or growing cover is added by the ""add other cover"" process.  When this operation is used in a management record, the user must enter the residue type and amount.  043008 DTL"
"Rototiller, row cultivator",4.827,1.609,8.045,85,7.62,5.08,10.16,"TILLAGE_TYPE_MIXING",0.7,8.701875,19.4334,0.9,"USDA_MOSES_2023-02-24","Rototiller for weed control in row middles of growing crop.  Crop is not killed. 11-30-01 DTL"
"Sand fighter",9.654,4.827,11.263,85,7.62,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,19.89,4.07176,0.425,"USDA_MOSES_2023-02-24","Sandfighter  Makes roughened surface with spade points mounted on spiderwheels mounted on a shaft.  Similar to a rotary hoe except spade points are further apart and not pointed.  Also similar to a mulch treader but not as agressive and not operated on a skew.  04-01-10 DTL"
