_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs
10698,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TSP,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,TSP,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
11797,2022-09-07,2022,8,2,ST,OUT,ST2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,Selenium,0.0059,0.0064,,101434.03,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,0.0059,0.0015,0,0.0064,0.0015,Se,-0.3746504831581166,2.0219313270897596,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
11808,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",Selenium,,0.0064,,101434.03,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,0.0015,0,0.0064,0.0015,Se,,2.0219313270897596,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
11809,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",Selenium,,0.0064,,101434.03,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,0.0015,0,0.0064,0.0015,Se,,2.0219313270897596,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
12908,2022-09-07,2022,8,2,ST,OUT,ST2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,NPOC,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,NPOC,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
12919,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",NPOC,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,NPOC,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
12920,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",NPOC,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,NPOC,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
14019,2022-09-07,2022,8,2,ST,OUT,ST2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TDS,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,TDS,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
14030,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TDS,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,TDS,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
14031,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TDS,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,,,TDS,,,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
15130,2022-09-07,2022,8,2,ST,OUT,ST2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TSS,133.333,50.0,,101434.03,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,133.333,,0,50.0,,TSS,-0.506805271395373,1.7332161954848366,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
15141,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TSS,,50.0,,101434.03,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,50.0,,TSS,,1.7332161954848366,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
15142,2022-09-07,2022,8,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TSS,,50.0,,101434.03,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.09366666666666668,3,0,,,0,50.0,,TSS,,1.7332161954848366,0.20379913274298045,-0.2846922571823585,,2.1563226012610883,-0.08423230190322857,0.3066666666666667,1
710,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-LC,False,TRUE,False,,False,35209.39,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
711,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-ISC,False,TRUE,False,,False,35209.39,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.675,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,0.675,0.05,1,,0.05,OP,2.403130694542373,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
712,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GB,False,TRUE,False,,False,35209.39,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
713,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GBH,False,TRUE,False,,False,35209.39,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
722,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-LC,False,TRUE,False,,False,16560.5,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
723,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-ISC,False,TRUE,False,,False,16560.5,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
724,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-GB,False,TRUE,False,,False,16560.5,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
725,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-GBH,False,TRUE,False,,False,16560.5,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.38858402869964187,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
1821,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-LC,False,TRUE,False,,False,35209.39,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,0.561,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,0.561,0.05,1,,0.05,TP,-0.2217976848953124,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
1822,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-ISC,False,TRUE,False,,False,35209.39,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,1.36,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,1.36,0.05,1,,0.05,TP,0.0767961386925232,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
1823,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GB,False,TRUE,False,,False,35209.39,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,0.503,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,0.503,0.05,1,,0.05,TP,-0.243472831038109,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
1824,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GBH,False,TRUE,False,,False,35209.39,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,0.429,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,0.429,0.05,1,,0.05,TP,-0.27112732784098736,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
1833,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-LC,False,TRUE,False,,False,16560.5,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,1.68,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,1.68,0.05,1,,0.05,TP,0.19638315189415945,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
1834,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-ISC,False,TRUE,False,,False,16560.5,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,1.28,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,1.28,0.05,1,,0.05,TP,0.046899385392114114,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
1835,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-GB,False,TRUE,False,,False,16560.5,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,1.52,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,1.52,0.05,1,,0.05,TP,0.13658964529334133,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
1836,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-GBH,False,TRUE,False,,False,16560.5,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,1.29,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,1.29,0.05,1,,0.05,TP,0.05063647955466525,-0.4332220146554506,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
2932,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-LC,False,TRUE,False,,False,35209.39,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
2933,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-ISC,False,TRUE,False,,False,35209.39,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
2934,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GB,False,TRUE,False,,False,35209.39,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
2935,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GBH,False,TRUE,False,,False,35209.39,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
2944,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-LC,False,TRUE,False,,False,16560.5,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
2945,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-ISC,False,TRUE,False,,False,16560.5,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
2946,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-GB,False,TRUE,False,,False,16560.5,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
2947,2023-07-17,2023,1,2,ST,OUT,K-ST2-01-GBH,False,TRUE,False,,False,16560.5,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,,False,,,,,,,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,28.666666666666668,0.10583333333333333,3,0,,,0,,,ICP,,,-0.8834959334409432,-0.21246718659648395,-0.7298533197471659,-1.3151477727398646,,0.2866666666666667,1
4043,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-LC,False,TRUE,False,,False,35209.39,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TKN,6.6,5.2,,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,6.6,0.5,0,5.2,0.5,TKN,1.1034107142825464,4.7016265683282725,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
4044,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-ISC,False,TRUE,False,,False,35209.39,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TKN,2.8,5.2,,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,2.8,0.5,0,5.2,0.5,TKN,0.17059482592181593,4.7016265683282725,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
4045,2023-07-17,2023,1,1,ST,OUT,K-ST1-01-GB,False,TRUE,False,,False,35209.39,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TKN,5.6,5.2,,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1000.935,52.747499999999945,2022-10-24,False,0.0,36.333333333333336,0.137,3,0,5.6,0.5,0,5.2,0.5,TKN,0.8579328489244594,4.7016265683282725,-0.8834959334409432,-0.21246718659648395,0.11155588207905862,-1.3151477727398646,,0.36333333333333334,1
