_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,ObservationDate,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,EventDate,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
3995,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TKN,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TKN,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_5fdd3001da5553239a23,2022-08-19,,,0.5869334152647259,0.0,2.2825869879157925,12571.104448731743,1179.2000963657088,133923.5868192532,0.5869334152647259,0.0,2.2825869879157925,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.5869334152647259,12571.104448731743
3996,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TKN,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TKN,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_043b901f48c813cfb6c1,2022-08-19,,,0.5869334152647259,0.0,2.2825869879157925,12571.104448731743,1179.2000963657088,133923.5868192532,0.5869334152647259,0.0,2.2825869879157925,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.5869334152647259,12571.104448731743
5095,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Nitrate,,,,,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.2,0,,0.2,NO3,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_f3a2520e31202df12b1c,2022-08-19,,,3.267851589481416,1.0632496027284177,7.828091940864706,12571.104448731743,1179.2000963657088,133923.5868192532,3.267851589481416,1.0632496027284177,7.828091940864706,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,3.267851589481416,12571.104448731743
5106,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Nitrate,,,,,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.2,0,,0.2,NO3,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_6c94598e6eef00101c6d,2022-08-19,,,3.267851589481416,1.0632496027284177,7.828091940864706,12571.104448731743,1179.2000963657088,133923.5868192532,3.267851589481416,1.0632496027284177,7.828091940864706,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,3.267851589481416,12571.104448731743
5107,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Nitrate,,,,,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.2,0,,0.2,NO3,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_ec2a01611db7fd2f95b5,2022-08-19,,,3.267851589481416,1.0632496027284177,7.828091940864706,12571.104448731743,1179.2000963657088,133923.5868192532,3.267851589481416,1.0632496027284177,7.828091940864706,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,3.267851589481416,12571.104448731743
6206,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Nitrite,,,,,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.15,0,,0.15,NO2,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_b9743a4ad16aaa8d6378,2022-08-19,,,0.1987612260967028,0.0,1.4796490921117762,12571.104448731743,1179.2000963657088,133923.5868192532,0.1987612260967028,0.0,1.4796490921117762,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.1987612260967028,12571.104448731743
6217,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Nitrite,,,,,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.15,0,,0.15,NO2,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_f50c8eb95b1167aa4a20,2022-08-19,,,0.1987612260967028,0.0,1.4796490921117762,12571.104448731743,1179.2000963657088,133923.5868192532,0.1987612260967028,0.0,1.4796490921117762,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.1987612260967028,12571.104448731743
6218,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Nitrite,,,,,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.15,0,,0.15,NO2,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_eedb339e78fb24575093,2022-08-19,,,0.1987612260967028,0.0,1.4796490921117762,12571.104448731743,1179.2000963657088,133923.5868192532,0.1987612260967028,0.0,1.4796490921117762,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.1987612260967028,12571.104448731743
7317,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",NitrateNitrite,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NOx,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_93edea54a28f14ad724a,2022-08-19,,,1.021459902581776,0.0,3.181409193971466,12571.104448731743,1179.2000963657088,133923.5868192532,1.021459902581776,0.0,3.181409193971466,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.021459902581776,12571.104448731743
7328,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",NitrateNitrite,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NOx,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_614f5408eab24ce643b3,2022-08-19,,,1.021459902581776,0.0,3.181409193971466,12571.104448731743,1179.2000963657088,133923.5868192532,1.021459902581776,0.0,3.181409193971466,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.021459902581776,12571.104448731743
7329,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",NitrateNitrite,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NOx,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_99233bba76df9b9c0fad,2022-08-19,,,1.021459902581776,0.0,3.181409193971466,12571.104448731743,1179.2000963657088,133923.5868192532,1.021459902581776,0.0,3.181409193971466,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.021459902581776,12571.104448731743
8428,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TotalN,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TN,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_22650cc4e64b7f6f36e9,2022-08-19,,,1.2635621800575367,0.09429619817737595,3.6822000766526646,12571.104448731743,1179.2000963657088,133923.5868192532,1.2635621800575367,0.09429619817737595,3.6822000766526646,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.2635621800575367,12571.104448731743
8439,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TotalN,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TN,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_7890391448702e41bff5,2022-08-19,,,1.2635621800575367,0.09429619817737595,3.6822000766526646,12571.104448731743,1179.2000963657088,133923.5868192532,1.2635621800575367,0.09429619817737595,3.6822000766526646,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.2635621800575367,12571.104448731743
8440,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TotalN,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TN,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_6550bd8d08aa1c1a57bc,2022-08-19,,,1.2635621800575367,0.09429619817737595,3.6822000766526646,12571.104448731743,1179.2000963657088,133923.5868192532,1.2635621800575367,0.09429619817737595,3.6822000766526646,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.2635621800575367,12571.104448731743
9539,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Ammonium(NH4),,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NH4,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_063f929aaa939e1339e0,2022-08-19,,,0.0,0.0,1.0179591940774504,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,1.0179591940774504,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
9550,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Ammonium(NH4),,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NH4,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_4127bccc19dff8f72c59,2022-08-19,,,0.0,0.0,1.0179591940774504,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,1.0179591940774504,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
9551,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Ammonium(NH4),,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NH4,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_2d7653f05e02be2e146d,2022-08-19,,,0.0,0.0,1.0179591940774504,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,1.0179591940774504,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
10650,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TSP,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TSP,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_58a60bfe9d4c2b533f34,2022-08-19,,,0.0,0.0,1.0179591940774504,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,1.0179591940774504,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
10661,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TSP,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TSP,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_9773d378e2e0c6ea4210,2022-08-19,,,0.0,0.0,1.0179591940774504,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,1.0179591940774504,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
10662,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",TSP,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,TSP,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_f87279bd803c73dc602d,2022-08-19,,,0.0,0.0,1.0179591940774504,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,1.0179591940774504,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
11761,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Selenium,,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.0015,0,,0.0015,Se,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_665b60a4fcf8949c6071,2022-08-19,,,0.0,0.0,0.9450083099283659,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,0.9450083099283659,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
11772,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Selenium,,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.0015,0,,0.0015,Se,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_2eb209422cff70dbd08a,2022-08-19,,,0.0,0.0,0.9450083099283659,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,0.9450083099283659,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
11773,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",Selenium,,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,0.0015,0,,0.0015,Se,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_d111345e9ce285f78e87,2022-08-19,,,0.0,0.0,0.9450083099283659,12571.104448731743,1179.2000963657088,133923.5868192532,0.0,0.0,0.9450083099283659,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,0.0,12571.104448731743
12872,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",NPOC,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NPOC,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_e541292b3dbb3fc911b4,2022-08-19,,,1.1806601761163193,0.05421806445813603,3.5107164864831377,12571.104448731743,1179.2000963657088,133923.5868192532,1.1806601761163193,0.05421806445813603,3.5107164864831377,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.1806601761163193,12571.104448731743
12883,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",NPOC,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NPOC,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_6874795ba0db630dc37a,2022-08-19,,,1.1806601761163193,0.05421806445813603,3.5107164864831377,12571.104448731743,1179.2000963657088,133923.5868192532,1.1806601761163193,0.05421806445813603,3.5107164864831377,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.1806601761163193,12571.104448731743
12884,2022-08-19,2022,6,2,ST,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"Occurred but was scrapped due to a hail event caused blockages in the rows, we believed it was not a representative sample - ""It has been decided to not take Rep 2 samples and dump Rep 1 samples because of how poorly this one seems to be going""",NPOC,,,,,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,941.6875,129.56124999999997,2021-10-22,False,0.0,30.666666666666668,0.0936666666666666,3,0,,,0,,,NPOC,,,0.2037991327429804,-0.2846922571823585,,1.1644739229751015,,0.3066666666666667,1,2022-08-19,231,112,66,Siphon,PE_e743f4558cfa24632460,CO_a47d74af6f265eb732f1,2022-08-19,,,1.1806601761163193,0.05421806445813603,3.5107164864831377,12571.104448731743,1179.2000963657088,133923.5868192532,1.1806601761163193,0.05421806445813603,3.5107164864831377,0.7268283430420093,12571.104448731743,1179.2000963657088,133923.5868192532,2.365796429652071,1.1806601761163193,12571.104448731743
