_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
14083,2023-08-16,2023,2,1,ST,OUT,K-ST1-02-GBH,False,TRUE,False,H,False,47586.82,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TDS,972.0,952.0,H,,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,972.0,10.0,0,952.0,10.0,TDS,0.1420991059007889,0.1102440415829307,-0.7975518994014106,-0.2124671865964839,0.6700064653019726,-0.8192234335968713,,0.3633333333333333,1,228,106,23,Gated Pipe,PE_013bf97cfac8f24b53cf,CO_95fcfef789f6b982a03f,6.880384082186005,10.770332125123096,860.8259950977802,387.9797010306784,1908.4673677269843,51611.72113374758,352.0021660271568,7546335.082892646,,,,,,,,,972.0,47586.82
14092,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-LC,False,TRUE,False,H,False,42812.59,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TDS,944.0,952.0,H,,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,944.0,10.0,0,952.0,10.0,TDS,0.0544336055294723,0.1102440415829307,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_b4613bfbd2f2240d216a,6.851184927493743,10.6646108545345,935.9209003268687,421.873310588863,2074.8481358090917,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,944.0,42812.59
14093,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-ISC,False,TRUE,False,H,False,42812.59,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TDS,1020.0,952.0,H,,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,1020.0,10.0,0,952.0,10.0,TDS,0.2923828208230459,0.1102440415829307,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_4504f016024876613fec,6.928537818164665,10.6646108545345,892.9861555293378,402.4949856251593,1979.7216316204247,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,1020.0,42812.59
14094,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-GB,False,TRUE,False,H,False,42812.59,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TDS,956.0,952.0,H,,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,956.0,10.0,0,952.0,10.0,TDS,0.0920045342600366,0.1102440415829307,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_9abb7c4c2e0efd793744,6.863803391452954,10.6646108545345,981.4346260838652,442.41564226422645,2175.688647247598,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,956.0,42812.59
14095,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-GBH,False,TRUE,False,H,False,42812.59,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TDS,892.0,952.0,H,,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,892.0,10.0,0,952.0,10.0,TDS,-0.1083737523029727,0.1102440415829307,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_e46a8bef65f6bb6935d0,6.794586580876499,10.6646108545345,844.0498156260785,380.4078787458341,1871.2979536705993,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,892.0,42812.59
15191,2023-08-16,2023,2,1,ST,OUT,K-ST1-02-LC,False,TRUE,False,H,False,47586.82,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,260.0,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,260.0,2.5,0,33.333,2.5,TSS,-0.452213942426896,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.6700064653019726,-0.8192234335968713,,0.3633333333333333,1,228,106,23,Gated Pipe,PE_013bf97cfac8f24b53cf,CO_e0b1254c1eadc5d8577a,5.564520407322694,10.770332125123096,293.8472504139404,132.07743786809283,652.2655156979448,51611.72113374758,352.0021660271568,7546335.082892646,,,,,,,,,260.0,47586.82
15192,2023-08-16,2023,2,1,ST,OUT,K-ST1-02-ISC,False,TRUE,False,H,False,47586.82,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,426.667,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,426.667,2.5,0,33.333,2.5,TSS,-0.3803832917823781,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.6700064653019726,-0.8192234335968713,,0.3633333333333333,1,228,106,23,Gated Pipe,PE_013bf97cfac8f24b53cf,CO_945c7f6e820bd890226c,6.05834485537045,10.770332125123096,324.26147381766594,145.8047048500074,719.6514699793346,51611.72113374758,352.0021660271568,7546335.082892646,,,,,,,,,426.667,47586.82
15193,2023-08-16,2023,2,1,ST,OUT,K-ST1-02-GB,False,TRUE,False,H,False,47586.82,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,336.667,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,336.667,2.5,0,33.333,2.5,TSS,-0.4191717655534703,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.6700064653019726,-0.8192234335968713,,0.3633333333333333,1,228,106,23,Gated Pipe,PE_013bf97cfac8f24b53cf,CO_142dfeb0cb3f98290be9,5.8220602027469175,10.770332125123096,259.3165646468223,116.49223168670588,575.7591002119908,51611.72113374758,352.0021660271568,7546335.082892646,,,,,,,,,336.667,47586.82
15194,2023-08-16,2023,2,1,ST,OUT,K-ST1-02-GBH,False,TRUE,False,H,False,47586.82,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,243.333,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,243.333,2.5,0,33.333,2.5,TSS,-0.4593971367862604,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.6700064653019726,-0.8192234335968713,,0.3633333333333333,1,228,106,23,Gated Pipe,PE_013bf97cfac8f24b53cf,CO_cecfeb982d38c441e82e,5.498532048961131,10.770332125123096,211.48612519661032,94.90426596817524,469.7856626112148,51611.72113374758,352.0021660271568,7546335.082892646,,,,,,,,,243.333,47586.82
15203,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-LC,False,TRUE,False,H,False,42812.59,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,316.667,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,316.667,2.5,0,33.333,2.5,TSS,-0.4277914263914907,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_1924572596885038e4af,5.761003664303485,10.6646108545345,403.12797037671163,181.4005982523572,894.3886007262024,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,316.667,42812.59
15204,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-ISC,False,TRUE,False,H,False,42812.59,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,270.0,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,270.0,2.5,0,33.333,2.5,TSS,-0.4479041120078857,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_c3f411c66467a6eb95db,5.602118820879701,10.6646108545345,398.2151560911997,179.18323065974835,883.5037369425058,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,270.0,42812.59
15205,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-GB,False,TRUE,False,H,False,42812.59,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,406.667,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,406.667,2.5,0,33.333,2.5,TSS,-0.3890029526203986,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_edf89bd1995d63b82be7,6.010450664680216,10.6646108545345,339.44651731913444,152.65837799857482,753.2955526694593,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,406.667,42812.59
15206,2023-08-16,2023,2,2,ST,OUT,K-ST2-02-GBH,False,TRUE,False,H,False,42812.59,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI","Method E300 and Method SM4500P E ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered estimated.""",TSS,200.0,33.333,H,,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,200.0,2.5,0,33.333,2.5,TSS,-0.4780729249409574,0.5343282239824113,-0.7975518994014106,-0.2124671865964839,0.4546005589110389,-0.8192234335968713,,0.2866666666666667,1,228,106,23,Gated Pipe,PE_30ad57c59f6495c0feab,CO_a428b5346f1d4261c32c,5.303304908059076,10.6646108545345,294.1226408486725,132.20173359551129,652.8756725642917,34022.925372138525,231.70463345630537,4974663.580308916,,,,,,,,,200.0,42812.59
773,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-LC,False,TRUE,False,,False,37322.24,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_d15e7843961ed4bfa3e0,0.0,10.527371467913184,0.01689216944265009,0.0,1.2530330079304903,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.0,37322.24
774,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-ISC,False,TRUE,False,,False,37322.24,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_089ee14b926fabea6dd9,0.0,10.527371467913184,0.0,0.0,1.0790689850132669,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.0,37322.24
775,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-GB,False,TRUE,False,,False,37322.24,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_54006483f014c53f76d8,0.0,10.527371467913184,0.0,0.0,1.1666092858622417,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.0,37322.24
776,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-GBH,False,TRUE,False,,False,37322.24,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_3daebbc6dfd81355f1cc,0.0,10.527371467913184,0.0,0.0,1.0718315116403891,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.0,37322.24
786,2023-08-23,2023,3,2,ST,OUT,K-ST2-03-LC,False,TRUE,False,,False,19623.56,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,-0.5916527689505321,-0.3232990944538781,,0.2866666666666667,1,235,113,16,Gated Pipe,PE_5597a8c8f24b03dca11d,CO_87c7965a1cc6c11a653b,0.0,9.884537122017104,0.08207917157450573,0.0,1.3974617604614528,20348.631869857207,138.18010851045526,2975334.496362257,,,,,,,,,0.0,19623.56
787,2023-08-23,2023,3,2,ST,OUT,K-ST2-03-ISC,False,TRUE,False,"MS,MSD",False,19623.56,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","""The recovery of the Matrix Spike (MS) and/or Matrix Spike Duplicate (MSD) associated with this analyte was outside of the established control limits. However, the LCS was within control limits. The recovery of the MS/MSD may be due to sample matrix interference. (Nitrogen, Nitrite (As N))""",OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,-0.5916527689505321,-0.3232990944538781,,0.2866666666666667,1,235,113,16,Gated Pipe,PE_5597a8c8f24b03dca11d,CO_fc091d39524c9d4b5b11,0.0,9.884537122017104,0.02343687165843269,0.0,1.2675334933923028,20348.631869857207,138.18010851045526,2975334.496362257,,,,,,,,,0.0,19623.56
788,2023-08-23,2023,3,2,ST,OUT,K-ST2-03-GB,False,TRUE,False,,False,19623.56,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,-0.5916527689505321,-0.3232990944538781,,0.2866666666666667,1,235,113,16,Gated Pipe,PE_5597a8c8f24b03dca11d,CO_82607c98dec8f45ac84e,0.0,9.884537122017104,0.04066126737482787,0.0,1.3056959783212259,20348.631869857207,138.18010851045526,2975334.496362257,,,,,,,,,0.0,19623.56
789,2023-08-23,2023,3,2,ST,OUT,K-ST2-03-GBH,False,TRUE,False,,False,19623.56,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,OrthoP,0.0,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,-0.7975518994014106,-0.2124671865964839,-0.5916527689505321,-0.3232990944538781,,0.2866666666666667,1,235,113,16,Gated Pipe,PE_5597a8c8f24b03dca11d,CO_35a9e381b1a27567549b,0.0,9.884537122017104,0.002169227627313738,0.0,1.2204127607886783,20348.631869857207,138.18010851045526,2975334.496362257,,,,,,,,,0.0,19623.56
1884,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-LC,False,TRUE,False,,False,37322.24,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,TotalP,0.136,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,0.136,0.05,1,,0.05,TP,-0.3806241868037356,-0.4332220146554506,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_e38ab7d3075c2759fc07,0.1275133202989596,10.527371467913184,0.32372956388012475,0.0,1.9328639659306113,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.136,37322.24
1885,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-ISC,False,TRUE,False,,False,37322.24,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,TotalP,0.106,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,0.106,0.05,1,,0.05,TP,-0.3918354692913889,-0.4332220146554506,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_0359bdb72fa3b3ee4adf,0.10074990310014306,10.527371467913184,0.2789902833260299,0.0,1.8337393203994279,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.106,37322.24
1886,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-GB,False,TRUE,False,,False,37322.24,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,TotalP,0.264,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,0.264,0.05,1,,0.05,TP,-0.3327893815230811,-0.4332220146554506,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_13b4088f2f9a285e2212,0.2342812957246657,10.527371467913184,0.2919564725959132,0.0,1.8624672949969048,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.264,37322.24
1887,2023-08-23,2023,3,1,ST,OUT,K-ST1-03-GBH,False,TRUE,False,,False,37322.24,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,TotalP,0.127,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,36.333333333333336,0.137,3,0,0.127,0.05,1,,0.05,TP,-0.3839875715500316,-0.4332220146554506,-0.7975518994014106,-0.2124671865964839,0.2068844207791387,-0.3232990944538781,,0.3633333333333333,1,235,113,16,Gated Pipe,PE_6eb961fcae665ddd3178,CO_8e93e440f571a4dac326,0.11955923505763925,10.527371467913184,0.21032485258768296,0.0,1.6816037384703693,32988.40926088133,224.62912144992526,4823406.175405121,,,,,,,,,0.127,37322.24
1897,2023-08-23,2023,3,2,ST,OUT,K-ST2-03-LC,False,TRUE,False,,False,19623.56,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN",,TotalP,0.976,0.0,,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,grain corn,1000.935,31.931249999999977,28.666666666666668,0.1058333333333333,3,0,0.976,0.05,1,,0.05,TP,-0.0667082771494403,-0.4332220146554506,-0.7975518994014106,-0.2124671865964839,-0.5916527689505321,-0.3232990944538781,,0.2866666666666667,1,235,113,16,Gated Pipe,PE_5597a8c8f24b03dca11d,CO_0e3c49c57d4ab2494d55,0.681074599325676,9.884537122017104,0.5032610403952327,0.0,2.330635091233635,20348.631869857207,138.18010851045526,2975334.496362257,,,,,,,,,0.976,19623.56
