Date,Tractor Model,Horsepower,Implement Model,Implement Size,Notes,Operation,SWAT Implement,Tillage Code,Mixing Depth (mm),Mixing Efficiency,Area Fraction,Type / Note,Op System,Compute_Warning,Disturbance_Fraction,RowID,Window_ID,Window_Start,Window_End,Crop,Disturbance_Cum,Disturbance_CumAllYears
2022-11-10,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,523,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.3,6.3618749999999995
2023-04-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,MT,,0.20625000000000002,524,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.50625,6.568125
2023-04-13,JD 6125R,125.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,MT,,0.0,525,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.50625,6.568125
2023-04-14,JD 6130R,130.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,MT,,0.06999999999999999,526,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.57625,6.638125
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,,Fertilizer Application,,,,,,,MT,,0.0,527,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.57625,6.638125
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,"This is one operation, planting with an optistart addition",Plant Silage Corn,,,,,,,MT,,0.0,528,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.57625,6.638125
2023-05-31,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,MT,,0.0,529,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.57625,6.638125
2023-06-26,JD 8245R,245.0,Yetter 12 row liquid applicator ,12 row,"This is labelled pre-plant, but obviously comes quite a bit later. I think we're also putting this on a cultivator",Fertilizer Application,,,,,,,MT,,0.0,530,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.57625,6.638125
2023-06-28,JD 6155R,155.0,Hiniker 6 row cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),MT,,0.021875,531,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.598125,6.66
2023-06-28,JD 6125R,125.0,Red Piper Ditcher 6 Row,6 row,,Pipe Ditch,,,,,,,MT,,0.0,532,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.598125,6.66
2023-09-08,Custom Silage Harvester,,,,,Harvest Silage Corn,,,,,,,MT,,0.0,533,13.0,2022-10-24 00:00:00.000000000,2023-09-08,silage corn,0.598125,6.66
2023-09-12,JD 6125R,125.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,MT,,0.0,535,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.0,6.66
2023-09-12,JD 8295R,295.0,Landoll 7530 VT Plus Disc,~ 26' +,,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),MT,,0.3,534,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.3,6.96
2023-09-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,MT,,0.20625000000000002,536,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.50625,7.16625
2023-09-13,JD 6125 R,125.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,MT,,0.06999999999999999,537,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.57625,7.23625
2023-09-13,,,Air Seeder APV 20',,Custom this out,Plant Hard Red Winter Wheat,,,,,,,MT,,0.0,538,14.0,2023-09-08 00:00:00.000000000,2024-08-02,winter wheat,0.57625,7.23625
2011-01-01,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (banded; use AreaFraction = strip_width/row_spacing),ST,,0.10125,225,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.10125,0.10125
2011-05-04,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Fertilizer Application,,,,,,,ST,,0.0,227,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.10125,0.10125
2011-05-04,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Plant,,,,,,,ST,,0.0,226,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.10125,0.10125
2011-05-16,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,228,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.10125,0.10125
2011-06-23,JD 4440,144.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,ST,,0.0,229,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.10125,0.10125
2011-06-27,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,230,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.12312500000000001,0.12312500000000001
2011-11-15,1660 Combine,,,,,Harvest,,,,,,,ST,,0.0,231,1.0,1677-09-21 00:12:43.145224193,2011-11-15,grain corn,0.12312500000000001,0.12312500000000001
2011-11-29,,,JD 568 Round Baler 5x6,,,Bail,,,,,,,ST,,0.0,233,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.0,0.12312500000000001
2011-11-29,,,Alloway Flail Shredder,,,Chop and Windrow,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,232,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.0,0.12312500000000001
2012-03-14,JD 7820,189.0,Acraplant Trash whips,,,Clean Furrows,Furrow-out Cultivator,FUROWOUT,25.0,0.75,0.17,Tillage,ST,,0.0159375,234,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.0159375,0.1390625
2012-03-16,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (banded; use AreaFraction = strip_width/row_spacing),ST,,0.10125,235,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1171875,0.2403125
2012-05-03,JD 4440,144.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,ST,,0.0,237,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1171875,0.2403125
2012-05-03,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Plant,,,,,,,ST,,0.0,236,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1171875,0.2403125
2012-05-10,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,238,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1171875,0.2403125
2012-06-04,JD 4455,156.0,Pipe Ditcher,6 row,,Pack Furrows,Roller Packer (Flat Roller),ROLPKRFT,40.0,0.35,0.3,Tillage (packing/firming furrows),ST,,0.020999999999999998,239,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1381875,0.2613125
2012-06-11,JD 7820,189.0,Acraplant Trash whips,,,Clean Rows,Row Conditioner,ROWCOND,25.0,0.5,0.17,Tillage (trash whips/row cleaners),ST,,0.010625,240,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1488125,0.2719375
2012-06-20,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,241,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1488125,0.2719375
2012-06-26,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,243,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1706875,0.29381250000000003
2012-06-26,JD 4440,144.0,PV COOP Spreader Cart,,,Fertilizer Application,,,,,,,ST,,0.0,242,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1706875,0.29381250000000003
2012-11-01,1660 Combine,,,,,Harvest,,,,,,,ST,,0.0,244,2.0,2011-11-15 00:00:00.000000000,2012-11-01,grain corn,0.1706875,0.29381250000000003
2012-11-15,,,JD 568 Round Baler 5x6,,,Bail,,,,,,,ST,,0.0,246,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.0,0.29381250000000003
2012-11-15,,,Alloway Flail Shredder,,,Chop and Windrow,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,245,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.0,0.29381250000000003
2012-12-08,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (banded; use AreaFraction = strip_width/row_spacing),ST,,0.10125,247,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.10125,0.3950625
2013-03-29,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,248,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3075,0.6013125
2013-03-29,JD 4455,156.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,ST,,0.06999999999999999,249,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2013-05-13,JD 7820,189.0,7300 6 Row,6 row,,Fertilizer Application,,,,,,,ST,,0.0,250,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2013-05-14,JD 7820,189.0,7300 6 Row,6 row,"I believe these operations are combined, planter with liquid UAN (NOT UREA) put down behind at 5 lbs/acre",Plant Silage Corn,,,,,,,ST,,0.0,251,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2013-06-02,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,252,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2013-06-19,JD 7820,189.0,6 row Orthman Cultivator 8375,6 row,,Fertilizer Application/Cultivate,,,,,,,ST,,0.0,253,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2013-07-24,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,254,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2013-09-30,JD 7980 Forage Harvester,,Kraft,,,Harvest Silage Corn,,,,,,,ST,,0.0,255,3.0,2012-11-01 00:00:00.000000000,2013-09-30,silage corn,0.3775,0.6713125
2014-04-03,JD 8310,205.0,JD 915 V Ripper,~ 18.75 - 22.5 ft,,Vertical Ripper,V-Ripper,VRIPPER,350.0,0.25,1.0,Tillage,ST,,0.4375,256,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.4375,1.1088125
2014-05-06,JD 7820,189.0,7300 6 row,6 row,,Plant Grain Corn,,,,,,,ST,,0.0,257,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.4375,1.1088125
2014-06-03,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,258,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.4375,1.1088125
2014-06-25,JD 7820,180.0,6 row Orthman Cultivator 8375,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,259,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,1.1306875
2014-12-02,,,JD 568 Round Baler 5x6,,,Bale,,,,,,,ST,,0.0,262,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,1.1306875
2014-12-02,1660 Combine,,,,"Maybe custom this? Or say a combine, the same we use the next year",Harvest Grain Corn,,,,,,,ST,,0.0,260,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,1.1306875
2014-12-02,,,Alloway Flail Shredder,,,Shred Stalks,,,,,,,ST,,0.0,261,4.0,2013-09-30 00:00:00.000000000,2014-12-02,grain corn,0.459375,1.1306875
2015-03-27,JD 4440,144.0,Dunham Lehr Mulcher,15',,Cultimulch,Culti-mulch Roller,CULMULCH,25.0,0.25,1.0,Tillage (Brillion/Dunham/Schmeiser),ST,,0.03125,263,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.03125,1.1619375
2015-04-13,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,"""Orthoman 1 tripper (A)"" - Strip Till",,,,,,,ST,,0.0,264,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.03125,1.1619375
2015-04-13,JD 7820,189.0,Simplot Liquid Shuttle,,,Fertilizer Application w/strip till,,,,,,,ST,,0.0,265,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.03125,1.1619375
2015-04-30,JD 7820,189.0,7300 6 row,6 row,,Plant Grain Corn,,,,,,,ST,,0.0,266,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.03125,1.1619375
2015-06-09,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,267,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.03125,1.1619375
2015-06-24,JD 4455,156.0,Eversman 6 row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,268,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.053125,1.1838125
2015-06-24,JD 4455,156.0,Pipe Ditcher,6 row,,Pipe Ditch,,,,,,,ST,,0.0,269,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.053125,1.1838125
2015-11-16,1660 Combine,,,,,Harvest Grain Corn,,,,,,,ST,,0.0,270,5.0,2014-12-02 00:00:00.000000000,2015-11-16,grain corn,0.053125,1.1838125
2015-11-23,,,JD 568 Round Baler 5x6,,,Bale Stalks,,,,,,,ST,,0.0,272,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.0,1.1838125
2015-11-23,,,Alloway Flail Shredder,,,Shred Stalks,,,,,,,ST,,0.0,271,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.0,1.1838125
2015-12-11,JD 4455,156.0,2 Shank Deep Ripper,,,Deep Ripper,Deep Ripper–Subsoiler,RIPRSUBS,350.0,0.25,1.0,Tillage (use VRIPPER 350/0.25 if V-ripper specified),ST,,0.4375,273,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.4375,1.6213125000000002
2015-12-11,JD 8345R,345.0,Landoll VT - Kraft,,"Don't know the tractor, but I say the one I use later. I'll end up combining implements anyway",Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,274,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.7375,1.9213125
2016-03-01,JD 7820,189.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till + Fertilizer Application*,,,,,,,ST,,0.0,275,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.7375,1.9213125
2016-03-02,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,276,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,0.94375,2.1275625000000002
2016-03-02,JD 4455,156.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,ST,,0.06999999999999999,277,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.01375,2.1975625
2016-03-03,,,Foundation Seed Drill,,"This wasn't a custom job, but probably makes sense to custom this out",Plant Barley,,,,,,,ST,,0.0,278,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.01375,2.1975625
2016-05-05,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,279,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.01375,2.1975625
2016-07-25,1660 Combine,,,,,Harvest Barley,,,,,,,ST,,0.0,280,6.0,2015-11-16 00:00:00.000000000,2016-07-25,barley,1.01375,2.1975625
2016-07-26,,,JD 568 Round Baler 5x6,,,Bale Straw,,,,,,,ST,,0.0,281,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.1975625
2016-09-02,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,282,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.1975625
2016-09-03,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,283,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.1975625
2017-04-10,,,PV COOP Airflow,,,Pre-Plant Fertilizer,,,,,,,ST,,0.0,284,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.0,2.1975625
2017-04-13,JD 7820,189.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,286,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.20625000000000002,2.4038125
2017-04-13,JD 8295R,295.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till + Fert,,,,,,,ST,,0.0,285,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.20625000000000002,2.4038125
2017-04-19,JD 7820,189.0,7300 6 row,6 row,,Plant Silage Corn,,,,,,,ST,,0.0,287,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.20625000000000002,2.4038125
2017-06-21,JD 7820,189.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,289,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.22812500000000002,2.4256875
2017-06-21,JD 4010,89.0,Schaben 12 row 3pt sprayer,12 row,,Sidedress Fert,,,,,,,ST,,0.0,288,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.22812500000000002,2.4256875
2017-10-13,JD 7980 Forage Harvester,,Kraft,,,Harvest Silage Corn,,,,,,,ST,,0.0,290,7.0,2016-07-25 00:00:00.000000000,2017-10-13,silage corn,0.22812500000000002,2.4256875
2018-05-15,JD 8295R,295.0,Perfecta Field Cultivator,24',,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,291,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.4475625
2018-05-15,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,292,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.4475625
2018-05-17,JD 7820,189.0,Corrugator #1,,,Corrugator #1,,,,,,,ST,,0.0,293,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.021875,2.4475625
2018-05-18,JD 6130R,130.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,ST,,0.06999999999999999,295,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.09187499999999998,2.5175625
2018-05-18,,,JD 1710 Max Emerge 12 Row ,12 row,,Plant Dry Beans,,,,,,,ST,,0.0,296,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.091875,2.5175625
2018-05-18,JD 8295R,295.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till + Fertilize,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (same as Strip Till; nutrients tracked separately),ST,,0.10125,294,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.193125,2.6188125
2018-06-25,JD 6130R,130.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,297,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.215,2.6406875
2018-06-26,JD 4455,156.0,Red Pipe Ditcher,6 row,,Pipe Ditch,,,,,,,ST,,0.0,298,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.215,2.6406875
2018-07-17,JD 6130R,130.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,299,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.236875,2.6625625
2018-08-30,Pickett 6030 OneStep 6Row,,,,Probably make sense to custom this out,Knife Dry Beans,—,—,0.0,0.0,0.0,Non-tillage (undercutter/knife pre-harvest; treat as zero mixing),ST,,0.0,300,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.236875,2.6625625
2018-09-04,Case 1660 Combine,,Case 1660 Combine,,,Harvest Dry Beans,,,,,,,ST,,0.0,301,8.0,2017-10-13 00:00:00.000000000,2018-09-04,dry beans,0.236875,2.6625625
2018-09-07,New Holland T8.435,380.0,JD 2623 VT,20',,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,303,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.3,2.9625625
2018-09-07,New Holland T8.435,380.0,JD 2623 VT,20',,Vertical Till,One-Way (Disk Tiller),ONE-WAYT,100.0,0.6,1.0,Tillage (VT proxy; use OFFSETLT 100/0.55 if very light),ST,,0.3,302,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.6,3.2625625
2018-09-10,,,,,,Severe Hail Damage,—,—,0.0,0.0,0.0,Event marker (no operation),ST,,0.0,304,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.6,3.2625625
2018-09-14,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,Condition Seedbeds,Soil Finisher,SOILFINS,75.0,0.55,1.0,Tillage,ST,,0.20625000000000002,306,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.80625,3.4688125
2018-09-14,JD 7820,189.0,Brillon Mulcher,25',,Cultimulch,Culti-mulch Roller,CULMULCH,25.0,0.25,1.0,Tillage (Brillion/Dunham/Schmeiser),ST,,0.03125,305,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.8375,3.5000625
2018-09-14,JD 4455,156.0,Schmizer,,,Cultipack,Culti-packer Pulverizer,CULPKPUL,40.0,0.35,1.0,Tillage/firming pass,ST,,0.06999999999999999,307,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2018-09-14,JD 4440,144.0,Simplot Spreader Cart,,,Fertilizer Application,,,,,,,ST,,0.0,308,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2018-09-15,,,Great Plains Drill,4 row,Custom this out,Drill Wheat,,,,,,,ST,,0.0,309,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-04-24,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,310,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-05-31,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,311,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-06-26,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,312,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-06-27,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,313,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-07-18,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,314,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-07-19,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,315,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-07-23,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,316,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-08-02,Case 2166 Combine,,,,"Maybe custom this? Or say a combine, the same we use the next year",Harvest Wheat,,,,,,,ST,,0.0,317,9.0,2018-09-04 00:00:00.000000000,2019-08-02,winter wheat,0.9075,3.5700625
2019-08-03,,,JD 568 Round Baler 5x6,,,Chop + Bale Straw,,,,,,,ST,,0.0,318,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.0,3.5700625
2019-10-07,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,319,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.0,3.5700625
2020-04-01,JD 6125R,125.0,PV COOP Spreader Cart,,Looks to be combined with the strip tiller,Fertilizer Application,,,,,,,ST,,0.0,321,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.0,3.5700625
2020-04-01,JD 8295R,295.0,6 Row Orthoman 1tRIPr,6 row,,Strip Till,Coulter-Chisel,CCHPLOW,150.0,0.5,0.27,Tillage (banded; use AreaFraction = strip_width/row_spacing),ST,,0.10125,320,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.10125,3.6713125
2020-04-28,JD 6130R,130.0,Monosem NG+4 6 Row,6 row,,Plant Grain Corn,,,,,,,ST,,0.0,322,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.10125,3.6713125
2020-04-30,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,323,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.10125,3.6713125
2020-06-02,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,324,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.10125,3.6713125
2020-06-17,,,,,,Pesticide Application,—,—,0.0,0.0,0.0,Non-tillage,ST,,0.0,325,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.10125,3.6713125
2020-06-18,JD 6130R,130.0,Eversman 1076 6 Row Cultivator,6 row,,Cultivate,Row Cultivator,ROWCULT,25.0,0.25,0.7,Tillage (between rows),ST,,0.021875,326,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.12312500000000001,3.6931875
2020-06-19,JD 7820,189.0,Red Pipe Ditcher,6 row,,Pipe Ditcher,,,,,,,ST,,0.0,327,10.0,2019-08-02 00:00:00.000000000,2020-10-09,grain corn,0.12312500000000001,3.6931875
